Crop_Name,Category_Name,Season_name,Government_name,Region_name,Agriculture Water Usage_m3,Land size,production,Pro./Acre,Water/Acre,Immersion,Sprinkler,Drip,Canal ,Aswan 
Garlic,garlic and onion,Winter,Aswan,Upper Egypt,30490000,8639,5915,0.684685728,3529.343674,30490000,24393636.61,21531700.33,36074192.73,41166115.04
Garlic,garlic and onion,Winter,Luxor,Upper Egypt,890000,265,2396,9.041509434,3358.490566,890000,712043.0108,628508.1433,954409.7781,1015384.368
Fenugreek,legumes,Winter,Cairo,lower Egypt,0,0,0,0,0,0,0,0,0,0
Fenugreek,legumes,Winter,Alexandria,lower Egypt,0,0,0,0,0,0,0,0,0,0
Fenugreek,legumes,Winter,Port said,lower Egypt,0,0,0,0,0,0,0,0,0,0
Fenugreek,legumes,Winter,Suez,lower Egypt,0,0,0,0,0,0,0,0,0,0
Fenugreek,legumes,Winter,Damietta,lower Egypt,0,0,0,0,0,0,0,0,0,0
Fenugreek,legumes,Winter,Dakahlia,lower Egypt,0,0,0,0,0,0,0,0,0,0
Fenugreek,legumes,Winter,Sharkia,lower Egypt,19000,10,8,0.8,1900,19000,15202.53165,NO,19677.15715,21645.26886
Fenugreek,legumes,Winter,Quliubiya,lower Egypt,0,0,0,0,0,0,0,0,0,0
Fenugreek,legumes,Winter,Kafr el sheikh,lower Egypt,0,0,0,0,0,0,0,0,0,0
Fenugreek,legumes,Winter,Gharbia,lower Egypt,0,0,0,0,0,0,0,0,0,0
Fenugreek,legumes,Winter,Monoufia,lower Egypt,0,0,0,0,0,0,0,0,0,0
Fenugreek,legumes,Winter,Behaira,lower Egypt,0,0,0,0,0,0,0,0,0,0
Fenugreek,legumes,Winter,Ismailia,lower Egypt,0,0,0,0,0,0,0,0,0,0
Fenugreek,legumes,Winter,Giza,Middle Egupt,0,0,0,0,0,0,0,0,0,0
Fenugreek,legumes,Winter,Beni sweif,Middle Egupt,298890,135,119,0.881481481,2214,298890,239112,NO,327975.6122,360780.6122
Fenugreek,legumes,Winter,Fayoum,Middle Egupt,0,0,0,0,0,0,0,0,0,0
Fenugreek,legumes,Winter,Minya,Middle Egupt,1851000,951,1196,1.257623554,1946.37224,1851000,1480545.392,NO,2197474.059,2417786.368
Fenugreek,legumes,Winter,Assuit,Upper Egypt,1638570,579,434,0.749568221,2830,1638570,1310707.981,NO,2204363.885,2241282.151
Fenugreek,legumes,Winter,Sohag,Upper Egypt,1638570,579,588,1.015544041,2830,1638570,1311233.696,NO,1876683.951,2064716.574
Fenugreek,legumes,Winter,Qena,Upper Egypt,965000,372,341,0.916666667,2594.086022,965000,772000,NO,1089352.77,1206390.671
Fenugreek,legumes,Winter,Aswan,Upper Egypt,31130,11,9,0.818181818,2830,31130,24911.17557,NO,34346.44341,36092.05088
Fenugreek,legumes,Winter,Luxor,Upper Egypt,201000,74,57,0.77027027,2716.216216,201000,160853.5286,NO,224104.9403,242212.4637
chickpeas,legumes,Winter,Cairo,lower Egypt,0,0,0,0,0,0,0,0,0,0
chickpeas,legumes,Winter,Alexandria,lower Egypt,0,0,0,0,0,0,0,0,0,0
chickpeas,legumes,Winter,Port said,lower Egypt,0,0,0,0,0,0,0,0,0,0
chickpeas,legumes,Winter,Suez,lower Egypt,0,0,0,0,0,0,0,0,0,0
chickpeas,legumes,Winter,Damietta,lower Egypt,0,0,0,0,0,0,0,0,0,0
chickpeas,legumes,Winter,Dakahlia,lower Egypt,0,0,0,0,0,0,0,0,0,0
chickpeas,legumes,Winter,Sharkia,lower Egypt,0,0,0,0,0,0,0,0,0,0
chickpeas,legumes,Winter,Quliubiya,lower Egypt,0,0,0,0,0,0,0,0,0,0
chickpeas,legumes,Winter,Kafr el sheikh,lower Egypt,0,0,0,0,0,0,0,0,0,0
chickpeas,legumes,Winter,Gharbia,lower Egypt,0,0,0,0,0,0,0,0,0,0
chickpeas,legumes,Winter,Monoufia,lower Egypt,0,0,0,0,0,0,0,0,0,0
chickpeas,legumes,Winter,Behaira,lower Egypt,0,0,0,0,0,0,0,0,0,0
chickpeas,legumes,Winter,Ismailia,lower Egypt,0,0,0,0,0,0,0,0,0,0
chickpeas,legumes,Winter,Giza,Middle Egupt,0,0,0,0,0,0,0,0,0,0
chickpeas,legumes,Winter,Beni sweif,Middle Egupt,4035000,1709,1794,1.049736688,2361.029842,4035000,3227901.873,2849472.313,4535318.365,4694879.357
chickpeas,legumes,Winter,Fayoum,Middle Egupt,0,0,0,0,0,0,0,0,0,0
chickpeas,legumes,Winter,Minya,Middle Egupt,5357000,2269,3136,1.382106655,2360.951961,5357000,4286127.523,3783054.072,6654874.797,7804669.919
chickpeas,legumes,Winter,Assuit,Upper Egypt,4218000,1556,1357,0.872107969,2710.796915,4218000,3374400,2978704.886,5241340.591,5897328.149
chickpeas,legumes,Winter,Sohag,Upper Egypt,14000,5,5,1,2800,14000,11201.5788,9886.644951,14792.45283,15455.7652
chickpeas,legumes,Winter,Qena,Upper Egypt,0,0,0,0,0,0,0,0,0,0
chickpeas,legumes,Winter,Aswan,Upper Egypt,0,0,0,0,0,0,0,0,0,0
chickpeas,legumes,Winter,Luxor,Upper Egypt,165000,61,39,0.639344262,2704.918033,165000,131978.6615,116521.1726,172455.0096,189681.5571
vegetables,vegetables,Winter,Cairo,lower Egypt,1079800,486,4675,9.619341564,2221.8107,1079800,863783.1535,762542.8013,1196294.315,1315758.741
vegetables,vegetables,Winter,Alexandria,lower Egypt,73910000.38,33595.90608,520342.2057,15.4882623,2199.970443,73910000.38,59122765.89,52194423.72,79710060.29,88282036.38
vegetables,vegetables,Winter,Port said,lower Egypt,175939000.2,79971.15326,1238614.198,15.4882623,2200.030799,175939000.2,140756474.9,124246173.4,191878959.2,211061405.5
vegetables,vegetables,Winter,Suez,lower Egypt,8715600,3958,34749.55,8.779573017,2202.021223,8715600,6972816.12,6154860.195,9618621.659,10581684.65
vegetables,vegetables,Winter,Damietta,lower Egypt,48820200,22191,343700,15.48826101,2200,48820200,39060033.08,34476284.56,51797431.87,56967571.08
vegetables,vegetables,Winter,Dakahlia,lower Egypt,176986537.2,79971.15326,1238614.198,15.4882623,2213.129734,176986537.2,141582697.7,124985932.4,201693902,232039189
vegetables,vegetables,Winter,Sharkia,lower Egypt,4589069.439,2085.940654,32307.596,15.4882623,2200,4589069.439,3671184.891,3240750.015,4861404.38,5347394.357
vegetables,vegetables,Winter,Quliubiya,lower Egypt,72910993.38,33595.90608,520342.2057,15.4882623,2170.234469,72910993.38,58334401.09,51488936.04,77993669.81,85795578.13
vegetables,vegetables,Winter,Kafr el sheikh,lower Egypt,178136537.2,80971.15326,1238614.198,15.29698107,2200,178136537.2,142520316.5,125798049.7,195071438.3,206070394.7
vegetables,vegetables,Winter,Gharbia,lower Egypt,4289069.439,2085.940654,32307.596,15.4882623,2056.179993,4289069.439,3431510.02,3028893.337,4741106.958,5276414.546
vegetables,vegetables,Winter,Monoufia,lower Egypt,73910993.38,33595.90608,520342.2057,15.4882623,2200,73910993.38,59128794.71,52195124.97,81236629.59,89341588.79
vegetables,vegetables,Winter,Behaira,lower Egypt,145936537.2,79971.15326,1238614.198,15.4882623,1824.864732,145936537.2,116756364.3,103058766.3,151330736.2,166457946.6
vegetables,vegetables,Winter,Ismailia,lower Egypt,4589069.439,2085.940654,32307.596,15.4882623,2200,4589069.439,3671255.551,3240750.015,4957738.259,5455012.482
vegetables,vegetables,Winter,Giza,Middle Egupt,104255245,36137,615484,17.0319617,2885,104255245,83399991.31,73623899.4,120356441.1,129659354.5
vegetables,vegetables,Winter,Beni sweif,Middle Egupt,128790384.2,51573.79,582753.3,11.29940809,2497.206123,128790384.2,103027121,90950342.94,165780704.4,179695872.2
vegetables,vegetables,Winter,Fayoum,Middle Egupt,21668975.35,7510.91,130834,17.41919421,2885,21668975.35,17335941.46,15302390.41,23923643.91,26379622.17
vegetables,vegetables,Winter,Minya,Middle Egupt,95924189.05,33595.90608,520342.2057,15.4882623,2855.234469,95924189.05,76768085.39,67740599.95,106739902.4,118115049.3
vegetables,vegetables,Winter,Assuit,Upper Egypt,303810411.2,79971.15326,1238614.198,15.4882623,3799,303810411.2,238755644.7,214547547.7,315881601,330547532.5
vegetables,vegetables,Winter,Sohag,Upper Egypt,62484226,16974,283980.5483,16.73032569,3681.172735,62484226,49987380.8,44125668.39,68911494.33,75226984.08
vegetables,vegetables,Winter,Qena,Upper Egypt,5326198,1402,710949,15.97613998,3799,5326198,4259796.109,3761302.04,5664920.255,5974916.947
vegetables,vegetables,Winter,Aswan,Upper Egypt,271435540.5,71449.20782,1238614.198,17.33559036,3799,271435540.5,217114552.4,191684772.6,310419592.3,341170987.2
vegetables,vegetables,Winter,Luxor,Upper Egypt,3173512,888,15449,17.39752252,3573.774775,3173512,2538413.489,2241099.028,3439590.172,3783372.588
vegetables,vegetables,Summer,Cairo,lower Egypt,117216116.3,33595.90608,520342.2057,15.4882623,3489,117216116.3,93779608.39,82776723.19,121830924.1,134124771.8
vegetables,vegetables,Summer,Alexandria,lower Egypt,259019353.7,79971.15326,1238614.198,15.4882623,3238.909821,259019353.7,207200219.6,182916599,285657338.7,302598162.5
vegetables,vegetables,Summer,Port said,lower Egypt,7277846.943,2085.940654,32307.596,15.4882623,3489,7277846.943,5822668.206,5139534.909,10783159.83,11089678.22
vegetables,vegetables,Summer,Suez,lower Egypt,13546660,3940,44596.45,11.31889594,3438.238579,13546660,10837982.67,9566501.264,13523709.28,15996648.91
vegetables,vegetables,Summer,Damietta,lower Egypt,306637743,87887,1361220,15.48829747,3489,306637743,245344484.3,216544178.1,539196210.8,588505945.1
vegetables,vegetables,Summer,Dakahlia,lower Egypt,7077846.943,2085.940654,32307.596,15.4882623,3393.119995,7077846.943,5663069.038,4998297.124,8208024.112,8615727.282
vegetables,vegetables,Summer,Sharkia,lower Egypt,117216116.3,33595.90608,520342.2057,15.4882623,3489,117216116.3,93772893.06,82776723.19,135932963.4,142684929.4
vegetables,vegetables,Summer,Quliubiya,lower Egypt,259019353.7,79971.15326,1238614.198,15.4882623,3238.909821,259019353.7,207249995.9,182916599,410529071.9,447264989.8
vegetables,vegetables,Summer,Kafr el sheikh,lower Egypt,7391856.943,2175.940654,32307.596,14.84764575,3397.085729,7391856.943,5809042.431,5220047.509,8162885.098,14617492.23
vegetables,vegetables,Summer,Gharbia,lower Egypt,114216116.3,33595.90608,520342.2057,15.4882623,3399.703406,114216116.3,91392653.63,80658156.41,139661732.1,151854423
vegetables,vegetables,Summer,Monoufia,lower Egypt,249019353.7,79971.15326,1238614.198,15.4882623,3113.864732,249019353.7,199248663.4,175854709.7,440942329,458608287.7
vegetables,vegetables,Summer,Behaira,lower Egypt,7077846.943,2085.940654,32307.596,15.4882623,3393.119995,7077846.943,5663208.238,4998297.124,8549213.613,9130116.818
vegetables,vegetables,Summer,Ismailia,lower Egypt,111412404.9,32505.70504,520342.2057,16.00771941,3427.472339,111412404.9,89144994.92,78678206.45,142828734.2,151688652.7
vegetables,vegetables,Summer,Giza,Middle Egupt,71489970,16587,241124,14.53692651,4310,71489970,57195813.36,50485425.07,91648878.18,97334019.85
vegetables,vegetables,Summer,Beni sweif,Middle Egupt,220559397.2,55814.2453,630667.9,11.29940747,3951.66854,220559397.2,176447517.8,155756603.7,296095364.3,321133357.1
vegetables,vegetables,Summer,Fayoum,Middle Egupt,4323324.07,1072.697,18664.7,17.39978764,4030.331091,4323324.07,3458659.256,3053083.578,4442063.252,4670407.833
vegetables,vegetables,Summer,Minya,Middle Egupt,141099588.7,32505.70504,538614.1983,16.5698359,4340.76383,141099588.7,112906736.1,99642966.9,149660343.8,161227554.6
vegetables,vegetables,Summer,Assuit,Upper Egypt,6116027.839,1090.201041,17307.596,15.87560033,5610,6116027.839,4891957.203,4319071.125,6511276.322,7161666.55
vegetables,vegetables,Summer,Sohag,Upper Egypt,93392440,17004,271663,15.97641731,5492.380616,93392440,74713952,65952706.81,100989047.6,111091853
vegetables,vegetables,Summer,Qena,Upper Egypt,111119230,19843,306248,15.43355339,5599.920879,111119230,88885346.13,78471169.59,136307036.5,149926024.9
vegetables,vegetables,Summer,Aswan,Upper Egypt,182357005.3,32505.70504,32307.596,0.993905407,5610,182357005.3,145860520.7,128778497.5,194000625.5,213436514.5
vegetables,vegetables,Summer,Luxor,Upper Egypt,7921120,1412,24577,17.40580737,5609.858357,7921120,6336180.452,5593807.218,8533147.81,9385992.704
vegetables,vegetables,Nile,Cairo,lower Egypt,100616914.3,32505.70504,538614.1983,16.5698359,3095.361695,100616914.3,80516723.93,71054550.52,103086177.5,113408142.6
vegetables,vegetables,Nile,Alexandria,lower Egypt,3709954.142,1090.201041,17307.596,15.87560033,3403,3709954.142,2967963.313,2619928.527,4104223.115,4514432.883
vegetables,vegetables,Nile,Port said,lower Egypt,0,0,0,0,0,0,0,0,0,0
vegetables,vegetables,Nile,Suez,lower Egypt,0,0,0,0,0,0,0,0,0,0
vegetables,vegetables,Nile,Damietta,lower Egypt,11573067,3489,54036,15.48753224,3317.015477,11573067,9261920.32,8172771.745,12471778.84,13718268.05
vegetables,vegetables,Nile,Dakahlia,lower Egypt,100616914.3,32505.70504,503456.886,15.4882623,3095.361695,100616914.3,80493531.41,71054550.52,103098317.9,107314035.8
vegetables,vegetables,Nile,Sharkia,lower Egypt,3709954.142,1090.201041,16885.31968,15.4882623,3403,3709954.142,2968286.48,2619928.527,3887408.363,4010133.712
vegetables,vegetables,Nile,Quliubiya,lower Egypt,110416914.3,32505.70504,503838.4282,15.5,3396.847234,110416914.3,88339921.27,77975201.99,129375808.5,147392645.9
vegetables,vegetables,Nile,Kafr el sheikh,lower Egypt,0,0,0,0,0,0,0,0,0,0
vegetables,vegetables,Nile,Gharbia,lower Egypt,110416914.3,32505.70504,503838.4282,15.5,3396.847234,110416914.3,88333531.41,77975201.99,122510195.3,134746875
vegetables,vegetables,Nile,Monoufia,lower Egypt,3705954.142,1090.201041,16898.11613,15.5,3399.330952,3705954.142,2964763.313,2617103.772,5341997.311,5649320.338
vegetables,vegetables,Nile,Behaira,lower Egypt,110616914.3,32505.70504,503838.4282,15.5,3403,110616914.3,88490841.31,78116439.78,148910163.5,157363578.9
vegetables,vegetables,Nile,Ismailia,lower Egypt,3509954.142,1090.201041,17443.21665,16,3219.547598,3509954.142,2808144.894,2478690.742,3997249.201,4374932.657
vegetables,vegetables,Nile,Giza,Middle Egupt,24668856,5962,82349,13.8123113,4137.681315,24668856,19733772.28,17420872.9,28012033.13,30148909.24
vegetables,vegetables,Nile,Beni sweif,Middle Egupt,21111957.22,5088.815,57500.59,11.29940664,4148.698119,21111957.22,16885706.19,14909030.38,22698699.55,24151620.24
vegetables,vegetables,Nile,Fayoum,Middle Egupt,5630195.076,1351.527,23516.2,17.39972638,4165.802885,5630195.076,4504962.679,3975981.409,5977656.014,6378232
vegetables,vegetables,Nile,Minya,Middle Egupt,0,0,0,0,0,0,0,0,0,0
vegetables,vegetables,Nile,Assuit,Upper Egypt,0,0,0,0,0,0,0,0,0,0
vegetables,vegetables,Nile,Sohag,Upper Egypt,3226120,614,9807,15.9723127,5254.267101,3226120,2580817.544,2278250.215,3448066.655,3650047.398
vegetables,vegetables,Nile,Qena,Upper Egypt,4595130,823.5,11756,14.2756527,5580,4595130,3675140.66,3245029.915,4763764.551,5091342.013
vegetables,vegetables,Nile,Aswan,Upper Egypt,46552455.55,8521.945439,147732.9552,17.33559036,5462.655902,46552455.55,37246548.63,32874828.55,49187827.34,51667157.37
vegetables,vegetables,Nile,Luxor,Upper Egypt,4688080,876,15237,17.39383562,5351.689498,4688080,3750464,3310670.176,5462223.872,5918818.437
Maize,cereal,Summer,Cairo,lower Egypt,0,0,0,0,0,0,0,0,0,0
Maize,cereal,Summer,Alexandria,lower Egypt,0,0,0,0,0,0,0,0,0,0
Maize,cereal,Summer,Port said,lower Egypt,0,0,0,0,0,0,0,0,0,0
Maize,cereal,Summer,Suez,lower Egypt,0,0,0,0,0,0,0,0,0,0
Maize,cereal,Summer,Damietta,lower Egypt,0,0,0,0,0,0,0,0,0,0
Maize,cereal,Summer,Dakahlia,lower Egypt,0,0,0,0,0,0,0,0,0,0
Maize,cereal,Summer,Sharkia,lower Egypt,0,0,0,0,0,0,0,0,0,0
Maize,cereal,Summer,Quliubiya,lower Egypt,0,0,0,0,0,0,0,0,0,0
Maize,cereal,Summer,Kafr el sheikh,lower Egypt,0,0,0,0,0,0,0,0,0,0
Maize,cereal,Summer,Gharbia,lower Egypt,0,0,0,0,0,0,0,0,0,0
Maize,cereal,Summer,Monoufia,lower Egypt,0,0,0,0,0,0,0,0,0,0
Maize,cereal,Summer,Behaira,lower Egypt,0,0,0,0,0,0,0,0,0,0
Maize,cereal,Summer,Ismailia,lower Egypt,0,0,0,0,0,0,0,0,0,0
Maize,cereal,Summer,Giza,Middle Egupt,4220500,1050,2438,2.321904762,4019.52381,4220500,3376650.4,2980470.358,4490124.238,4801750.241
Maize,cereal,Summer,Beni sweif,Middle Egupt,24320920,6252,12991,2.077895074,3890.102367,24320920,19456736,17175164.35,26018525.93,28619235.36
Maize,cereal,Summer,Fayoum,Middle Egupt,520680630,130803,242096,1.8508444,3980.647462,520680630,416569958.9,367698894.4,545006764.2,599487168.8
Maize,cereal,Summer,Minya,Middle Egupt,73384260,17906,43951,2.454540378,4098.305596,73384260,58707408,51823151.69,82340743.1,90569620.23
Maize,cereal,Summer,Assuit,Upper Egypt,329923270,65435,176966,2.704454802,5042,329923270,263925310,232988159.4,359182520.2,395038683.7
Maize,cereal,Summer,Sohag,Upper Egypt,501198326,99603,227485,2.283917151,5031.960142,501198326,400938477.6,353940707.1,545741188.1,600271566
Maize,cereal,Summer,Qena,Upper Egypt,172098586,34133,75043,2.198546861,5042,172098586,137684914.2,121534115.5,178232153.8,196058956
Maize,cereal,Summer,Aswan,Upper Egypt,40585578,8109,16190,1.996547046,5005.00407,40585578,32480619.84,28661085.7,43759746.72,48137910.48
Maize,cereal,Summer,Luxor,Upper Egypt,11132736,2208,4979,2.254981884,5042,11132736,8748888.987,7861814.869,11524421.79,12666838.68
Maize,cereal,Nile,Cairo,lower Egypt,0,0,0,0,0,0,0,0,0,0
Maize,cereal,Nile,Alexandria,lower Egypt,0,0,0,0,0,0,0,0,0,0
Maize,cereal,Nile,Port said,lower Egypt,0,0,0,0,0,0,0,0,0,0
Maize,cereal,Nile,Suez,lower Egypt,0,0,0,0,0,0,0,0,0,0
Maize,cereal,Nile,Damietta,lower Egypt,0,0,0,0,0,0,0,0,0,0
Maize,cereal,Nile,Dakahlia,lower Egypt,0,0,0,0,0,0,0,0,0,0
Maize,cereal,Nile,Sharkia,lower Egypt,0,0,0,0,0,0,0,0,0,0
Maize,cereal,Nile,Quliubiya,lower Egypt,0,0,0,0,0,0,0,0,0,0
Maize,cereal,Nile,Kafr el sheikh,lower Egypt,0,0,0,0,0,0,0,0,0,0
Maize,cereal,Nile,Gharbia,lower Egypt,0,0,0,0,0,0,0,0,0,0
Maize,cereal,Nile,Monoufia,lower Egypt,0,0,0,0,0,0,0,0,0,0
Maize,cereal,Nile,Behaira,lower Egypt,0,0,0,0,0,0,0,0,0,0
Maize,cereal,Nile,Ismailia,lower Egypt,0,0,0,0,0,0,0,0,0,0
Maize,cereal,Nile,Giza,Middle Egupt,0,0,0,0,0,0,0,0,0,0
Maize,cereal,Nile,Beni sweif,Middle Egupt,3560000,952,1978,2.077731092,3739.495798,3560000,2848000,2514032.573,3824770.713,4206150.289
Maize,cereal,Nile,Fayoum,Middle Egupt,0,0,0,0,0,0,0,0,0,0
Maize,cereal,Nile,Minya,Middle Egupt,0,0,0,0,0,0,0,0,0,0
Maize,cereal,Nile,Assuit,Upper Egypt,0,0,0,0,0,0,0,0,0,0
Maize,cereal,Nile,Sohag,Upper Egypt,0,0,0,0,0,0,0,0,0,0
Maize,cereal,Nile,Qena,Upper Egypt,0,0,0,0,0,0,0,0,0,0
Maize,cereal,Nile,Aswan,Upper Egypt,3496332,778,1554,1.997429306,4494,3496332,2797253.272,2469070.937,4526382.733,4783895.417
Maize,cereal,Nile,Luxor,Upper Egypt,0,0,0,0,0,0,0,0,0,0
Sorghum,cereal,Summer,Cairo,lower Egypt,479274,138,272,1.971014493,3473,479274,383472.7951,338457.9909,564472.6817,587845.7714
Sorghum,cereal,Summer,Alexandria,lower Egypt,162317601,46737,137891,2.950360528,3473,162317601,129872232.1,114626892.2,274588665.2,294106814.6
Sorghum,cereal,Summer,Port said,lower Egypt,33646000,9849,24093,2.446238197,3416.184384,33646000,26916800,23760432.57,48088272.2,48622721.3
Sorghum,cereal,Summer,Suez,lower Egypt,16101000,5187,11311,2.180643917,3104.10642,16101000,12882945.37,11370347.88,20706669.94,21671523.88
Sorghum,cereal,Summer,Damietta,lower Egypt,8310889,2393,7618,3.183451734,3473,8310889,6531282.628,5869057.769,13430445.44,13961317.2
Sorghum,cereal,Summer,Dakahlia,lower Egypt,538398352,155024,604316,3.89820931,3473,538398352,430811830.1,380210953.5,605156860.8,626447412.2
Sorghum,cereal,Summer,Sharkia,lower Egypt,1009910197,290789,1014374,3.48835066,3473,1009910197,808062722.6,713187396.4,1418800667,1471348840
Sorghum,cereal,Summer,Quliubiya,lower Egypt,255265000,84462,286364,3.390447775,3022.246691,255265000,204245565.4,180265316,317109691.1,371898276.4
Sorghum,cereal,Summer,Kafr el sheikh,lower Egypt,219270000,69365,245253,3.535688027,3161.104303,219270000,175445661.1,154846045.6,272467698.3,306568786.9
Sorghum,cereal,Summer,Gharbia,lower Egypt,382998967,110279,363272,3.294117647,3473,382998967,306419731.8,270469628.8,404678153.8,422824436.1
Sorghum,cereal,Summer,Monoufia,lower Egypt,585884681,168697,629690,3.732668631,3473,585884681,468707744.8,413745273.1,830665584.1,864044798.1
Sorghum,cereal,Summer,Behaira,lower Egypt,868114000,290455,974584,3.355370023,2988.807216,868114000,694491200,613052492.5,991811170.2,1091215668
Sorghum,cereal,Summer,Ismailia,lower Egypt,120065083,34571,116176,3.360504469,3473,120065083,96075096.79,84788631.9,125489848.7,138025041.8
Sorghum,cereal,Summer,Giza,Middle Egupt,186178830,44223,137225,3.103023314,4210,186178830,148916730.4,131477427.8,206264749,226862773.6
Sorghum,cereal,Summer,Beni sweif,Middle Egupt,628138000,146405,405229,2.767863119,4290.413579,628138000,502510400,443584099,677430896.9,750281443.4
Sorghum,cereal,Summer,Fayoum,Middle Egupt,467861000,102501,261863,2.554736051,4564.45303,467861000,374246536.1,330398256.7,510248902.3,561259300.9
Sorghum,cereal,Summer,Minya,Middle Egupt,1243840290,295449,801407,2.712505373,4210,1243840290,994901139.8,878386237.4,1372714346,1510157156
Sorghum,cereal,Summer,Assuit,Upper Egypt,949104066,208073,569782,2.738375474,4561.399442,949104066,759197516.2,670246780.2,1006983855,1107495531
Sorghum,cereal,Summer,Sohag,Upper Egypt,809098110,162455,461355,2.839894125,4980.444492,809098110,647464987.8,571376124.6,922048408.3,1060772600
Sorghum,cereal,Summer,Qena,Upper Egypt,188674968,39404,75118,1.906354685,4788.218658,188674968,150939974.4,133240172.8,199871744.8,219852733.2
Sorghum,cereal,Summer,Aswan,Upper Egypt,59621650,11825,26223,2.217589852,5042,59621650,47711062.99,42104148.93,63777916.99,70157786.82
Sorghum,cereal,Summer,Luxor,Upper Egypt,70008000,15748,34578,2.195707391,4445.516891,70008000,56025043.94,49438874.27,76663448.55,80986059.46
Sorghum,cereal,Nile,Cairo,lower Egypt,0,0,0,0,0,0,0,0,0,0
Sorghum,cereal,Nile,Alexandria,lower Egypt,0,0,0,0,0,0,0,0,0,0
Sorghum,cereal,Nile,Port said,lower Egypt,0,0,0,0,0,0,0,0,0,0
Sorghum,cereal,Nile,Suez,lower Egypt,1023000,330,719,2.178787879,3100,1023000,818459.2014,722431.2704,1105184.026,1216036.899
Sorghum,cereal,Nile,Damietta,lower Egypt,247374,81,258,3.185185185,3054,247374,197926.0374,174692.7792,285578.4788,307652.1776
Sorghum,cereal,Nile,Dakahlia,lower Egypt,89170692,29198,113821,3.898246455,3054,89170692,71336553.6,62971355.13,114781706.9,124416161.8
Sorghum,cereal,Nile,Sharkia,lower Egypt,16764000,6256,21824,3.488491049,2679.667519,16764000,13411200,11838551.14,18508303.23,20408347.83
Sorghum,cereal,Nile,Quliubiya,lower Egypt,0,0,0,0,0,0,0,0,0,0
Sorghum,cereal,Nile,Kafr el sheikh,lower Egypt,9461000,2993,10582,3.535583027,3161.042432,9461000,7569289.446,6681253.42,9836910.509,10293624.21
Sorghum,cereal,Nile,Gharbia,lower Egypt,21087870,6905,22747,3.294279508,3054,21087870,16869174.01,14892020.25,23257015.84,25388437.41
Sorghum,cereal,Nile,Monoufia,lower Egypt,0,0,0,0,0,0,0,0,0,0
Sorghum,cereal,Nile,Behaira,lower Egypt,106316000,35571,119355,3.355401872,2988.839223,106316000,85068031.52,75079181.76,121585291.7,133630012.5
Sorghum,cereal,Nile,Ismailia,lower Egypt,2107000,735,2471,3.361904762,2866.666667,2107000,1685282.919,1487940.065,2283658.134,2511906.696
Sorghum,cereal,Nile,Giza,Middle Egupt,50532237,13443,41716,3.103176374,3759,50532237,40425789.6,35685306.13,52521695.15,57821611.66
Sorghum,cereal,Nile,Beni sweif,Middle Egupt,69052830,18370,50846,2.767882417,3759,69052830,55240584.7,48764343.79,76154338.9,80670649.39
Sorghum,cereal,Nile,Fayoum,Middle Egupt,59020059,15701,40111,2.554678046,3759,59020059,47203674.02,41679312.02,87446566.9,89932292.93
Sorghum,cereal,Nile,Minya,Middle Egupt,0,0,0,0,0,0,0,0,0,0
Sorghum,cereal,Nile,Assuit,Upper Egypt,0,0,0,0,0,0,0,0,0,0
Sorghum,cereal,Nile,Sohag,Upper Egypt,0,0,0,0,0,0,0,0,0,0
Sorghum,cereal,Nile,Qena,Upper Egypt,12684000,3172,6047,1.906368222,3998.738966,12684000,10148375.26,8957300.326,14709357.05,15439989.83
Sorghum,cereal,Nile,Aswan,Upper Egypt,17787252,3958,8777,2.217534108,4494,17787252,14231807.49,12561160.37,28191654.21,30714365.43
Sorghum,cereal,Nile,Luxor,Upper Egypt,14908000,3353,7363,2.195943931,4446.167611,14908000,11924472.03,10527864.5,16463020.32,29480761.85
Sesame,oils,Summer,Cairo,lower Egypt,3000,1,0.5,0.5,3000,3000,2399.842064,2118.566775,3668.35443,3988.607595
Sesame,oils,Summer,Alexandria,lower Egypt,6077250,1665,659,0.395795796,3650,6077250,4861369.6,4291686.645,10761078.32,11192211.27
Sesame,oils,Summer,Port said,lower Egypt,3983000,1306,580,0.444104135,3049.770291,3983000,3186519.412,2812750.489,4810999.46,5137897.948
Sesame,oils,Summer,Suez,lower Egypt,1197200,328,146,0.445121951,3650,1197200,957806.1705,845449.3811,1534789.243,1629994.929
Sesame,oils,Summer,Damietta,lower Egypt,6000,2,1,0.5,3000,6000,4800.476002,4237.13355,7691.893968,8169.035728
Sesame,oils,Summer,Dakahlia,lower Egypt,1022000,335,146,0.435820896,3050.746269,1022000,817562.2809,721725.0814,1372008.929,1488026.786
Sesame,oils,Summer,Sharkia,lower Egypt,45431550,12447,7473,0.600385635,3650,45431550,36344540.46,32083257.46,46679317.92,49078871.62
Sesame,oils,Summer,Quliubiya,lower Egypt,92000,30,16,0.533333333,3066.666667,92000,73607.0742,64969.38111,97581.79848,105123.8714
Sesame,oils,Summer,Kafr el sheikh,lower Egypt,522000,171,94,0.549707602,3052.631579,522000,417632.4879,368630.6189,555734.2657,611244.7552
Sesame,oils,Summer,Gharbia,lower Egypt,683000,224,129,0.575892857,3049.107143,683000,546440.5221,482327.0358,738555.7064,812439.8037
Sesame,oils,Summer,Monoufia,lower Egypt,0,0,0,0,0,0,0,0,0,0
